objectID,title,artist,medium,department,culture,period,classification,imageURL
383085,The Flower with Seven-Colored Petals,Valentin Petrovich Kataev,Commercial color process,Drawings and Prints,NA,NA,Books,NA
827490,From Tales of the Vikings by Ad-Trix Corp. (W500),NA,Commercial photolithograph,Drawings and Prints,NA,NA,Prints,NA
227367,Handkerchief,NA,Linen and bobbin lace,European Sculpture and Decorative Arts,NA,NA,Textiles-Laces,https://images.metmuseum.org/CRDImages/es/original/DP18341.jpg
222954,Apparel,NA,Silk and metal thread on velvet,European Sculpture and Decorative Arts,NA,NA,Textiles-Embroidered,https://images.metmuseum.org/CRDImages/es/original/163882.jpg
74346,"Shibai nendai ki: Hana no Edo kabuki. Vol. 6 (theater chronicle, the flowering of Edo 
Kabuki maiko chronology)",NA,Woodblock-printed book,Asian Art,Japan,NA,Illustrated Books,NA
194538,A prophet,Tiziano Minio,Bronze,European Sculpture and Decorative Arts,NA,NA,Sculpture-Bronze,https://images.metmuseum.org/CRDImages/es/original/DP-72-0001.jpg
6052,Plate,NA,Lacy pressed glass,The American Wing,American,NA,NA,https://images.metmuseum.org/CRDImages/ad/original/153270.jpg
736222,Finish the job,Anonymous,Commercial color lithograph,Drawings and Prints,NA,NA,Prints,NA
86031,Evening dress,Callot Soeurs,silk,Costume Institute,French,NA,NA,NA
504716,Alto valve trombone in E-flat,August Pollmann,"Brass, nickel, silver",Musical Instruments,American,NA,Aerophone-Lip Vibrated-trumpet / trombone,https://images.metmuseum.org/CRDImages/mi/original/211921.jpg
319067,Lidded Storage Basket,NA,"Ash splint, wood, pigment",The American Wing,Passamaquoddy (?),NA,NA,https://images.metmuseum.org/CRDImages/ad/original/DT259444.jpg
195665,Watch,Firm of Terond and Ravier,"Gold, enamel, silver, jewels",European Sculpture and Decorative Arts,NA,NA,Horology,https://images.metmuseum.org/CRDImages/es/original/66032.jpg
145316,Earrings,Giorgio di Sant'Angelo,"plastic, metal",Costume Institute,American,NA,NA,NA
491193,Sample,Louis A. Stirn,"Silk, printed",Modern and Contemporary Art,American,NA,Textiles-Printed,NA
417640,"Mde. Rosi, from the Actors and Actresses series (N45, Type 8) for Virginia Brights Cigarettes",Allen & Ginter,Albumen photograph,Drawings and Prints,NA,NA,Photographs,https://images.metmuseum.org/CRDImages/dp/original/DP831605.jpg
646792,"Card Number 85, Agnes Folsom, from the Actors and Actresses series (N145-4) issued by Duke Sons & Co. to promote Cameo Cigarettes","W. Duke, Sons & Co.",Albumen photograph,Drawings and Prints,NA,NA,Photographs,https://images.metmuseum.org/CRDImages/dp/original/DP839930.jpg
62873,Saucer,Hichozan Shinpo,White porcelain decorated in colored enamels iron red and gold; (Hizen ware),Asian Art,Japan,Edo period (1615–1868),Ceramics,https://images.metmuseum.org/CRDImages/as/original/DN2802.jpg
411809,"Miss Dreker, from the Actors and Actresses series (N45, Type 1) for Virginia Brights Cigarettes",Allen & Ginter,Albumen photograph,Drawings and Prints,NA,NA,Photographs,https://images.metmuseum.org/CRDImages/dp/original/DP829438.jpg
203516,Cupid and doves,Chelsea Porcelain Manufactory,Soft-paste porcelain,European Sculpture and Decorative Arts,NA,NA,Ceramics-Porcelain,https://images.metmuseum.org/CRDImages/es/original/DP-470-078.jpg
888895,Cedar Waxwing and Red-eyed Vireo,Louis Agassiz Fuertes,Color lithograph,Drawings and Prints,NA,NA,Prints,NA
912209,L'ornement des tissus : recueil historique et pratique,A. Dupont-Auberville,NA,The Libraries,NA,NA,NA,https://images.metmuseum.org/CRDImages/li/original/b1198148-002.jpg
319284,Prestige Cap (Laket mishiing),NA,Raffia palm fiber,The Michael C. Rockefeller Wing,Kuba peoples,NA,Textiles-Woven,NA
728535,Terracotta fragments of a psykter (vase for cooling wine),NA,Terracotta,Greek and Roman Art,"Greek, Attic",Archaic,Vases,https://images.metmuseum.org/CRDImages/gr/original/DVB08727_1_ff.jpg
669277,Wild Man and Wild Woman,Hans Guldenmond,Woodcut,Drawings and Prints,NA,NA,Prints,https://images.metmuseum.org/CRDImages/dp/original/DP849298.jpg
309018,Hammered Silver Rattle Beaker,NA,"Silver (hammered), gilt",The Michael C. Rockefeller Wing,Peru; north coast (?),NA,Metal-Containers,https://images.metmuseum.org/CRDImages/ao/original/vs64_228_507.JPG
215665,Band,NA,Silk and cotton,European Sculpture and Decorative Arts,NA,NA,Textiles-Woven,https://images.metmuseum.org/CRDImages/es/original/SF09_50_275_img1.jpg
570664,Ptah,NA,Cupreous metal,Egyptian Art,NA,Late Period–Ptolemaic Period,NA,https://images.metmuseum.org/CRDImages/eg/original/04.2.408_EGDP014352.jpg
451511,Ceramic Fragment,NA,Stonepaste; underglaze painted,Islamic Art,NA,NA,Ceramics,https://images.metmuseum.org/CRDImages/is/original/sf60-23-14a.jpg
546233,Taweret amulet,NA,Faience,Egyptian Art,NA,Late Period–Ptolemaic Period,NA,https://images.metmuseum.org/CRDImages/eg/original/LC-44_4_26_EGDP023435.jpg
286849,Arrivo,Pierre-Louis Pierson,Albumen silver print from glass negative,Photographs,NA,NA,Photographs,https://images.metmuseum.org/CRDImages/ph/original/DP158972.jpg
268892,[Man in Plaid Waistcoat with Legs Crossed],Hill and Adamson,Salted paper print from paper negative,Photographs,NA,NA,Photographs,NA
822437,Milton Sills from Motion Picture Stars trade cards (W618),Kashin Publications,Commercial photolithograph,Drawings and Prints,NA,NA,Prints,NA
344774,The Music Master,William Allingham,Illustrations: wood engraving,Drawings and Prints,NA,NA,Books,https://images.metmuseum.org/CRDImages/dp/original/DP322160.jpg
127984,Jacket,Ralph Rucci,silk,Costume Institute,American,NA,NA,NA
773849,Terracotta fragments of kylikes (drinking cups),NA,Terracotta,Greek and Roman Art,"Greek, Attic",Archaic/Classical,Vases,https://images.metmuseum.org/CRDImages/gr/original/DVB15576_1_ff.jpg
563060,Wine Jar Label,NA,"Pottery and ink, paint",Egyptian Art,NA,New Kingdom,NA,NA
679079,The Critic,James McBey,Drypoint,Drawings and Prints,NA,NA,Prints,NA
245906,Intaglio,NA,Sard,Greek and Roman Art,Roman,NA,Gems,NA
283154,"Principal Doorway of the Carthusian Monastery, Burgos",Charles Clifford,Albumen silver print from paper negative,Photographs,NA,NA,Photographs,https://images.metmuseum.org/CRDImages/ph/original/DP143009.jpg
437783,Portrait of a Woman,Mikail Ivanovich Terebenev,Ivory,European Paintings,NA,NA,Miniatures,https://images.metmuseum.org/CRDImages/ep/original/209776.jpg
357025,"An Account of the Principle and Effects of the Air Stove-Grates, ... Commonly known by the Name of American Stoves",James Sharp,Illustrations: etching and engraving,Drawings and Prints,NA,NA,Books,NA
488621,Woman Cutting Bread,Abraham Rattner,Oil on canvas,Modern and Contemporary Art,NA,NA,Paintings,NA
58920,Case (Inrō) with Design of Three Herons Seated in Maple Tree (obverse); Three Crows in Autumn Forest (reverse),NA,"Lacquer, roiro, gold and coloured hiramakie; Interior: roiro and fundame",Asian Art,Japan,NA,Inrō,https://images.metmuseum.org/CRDImages/as/original/36_100_234_O1.JPG
412452,"Chesbro, New York, American League, from the White Border series (T206) for the American Tobacco Company",American Tobacco Company,Commercial lithograph,Drawings and Prints,NA,NA,Prints,https://images.metmuseum.org/CRDImages/dp/original/DP824753.jpg
247563,Terracotta statuette of a stag,NA,Terracotta,Greek and Roman Art,"Greek, Boeotian",Archaic,Terracottas,NA
366042,The Image in Perspective,Irene Rice Pereira,"Watercolor, gouache, black ink",Drawings and Prints,NA,NA,Drawings,NA
336102,A Reconstruction of the Thermae Agrippae (above) and a View of the Ruins (below),Jan Goeree,"Red chalk, brush and gray wash, pen and brown ink; upper image squared in black chalk",Drawings and Prints,NA,NA,Drawings,https://images.metmuseum.org/CRDImages/dp/original/DP800348.jpg
250500,Vase fragment,NA,Terracotta,Greek and Roman Art,"Roman, Gaul",NA,Vases,https://images.metmuseum.org/CRDImages/gr/original/SF171942366.jpg
242032,Limestone statue of a female lyre player,NA,Limestone,Greek and Roman Art,Cypriot,Hellenistic,Stone Sculpture,https://images.metmuseum.org/CRDImages/gr/original/DP211203.jpg
373047,The Triumph of Mordecai,Rembrandt (Rembrandt van Rijn),Etching and drypoint,Drawings and Prints,NA,NA,Prints,https://images.metmuseum.org/CRDImages/dp/original/DP814567.jpg
314513,Figure Pendant,NA,Stone,The Michael C. Rockefeller Wing,Taíno,NA,Stone-Ornaments,https://images.metmuseum.org/CRDImages/ao/original/DP-17810-001.jpg
405946,Alphabet,Bernard Picart,Woodcut,Drawings and Prints,NA,NA,Prints,NA
489257,Blind Men Listening,Joseph Hirsch,Brown conte crayon on tracing paper,Modern and Contemporary Art,NA,NA,Drawings,NA
396477,Village Girl,Adriaen van Ostade,Etching,Drawings and Prints,NA,NA,Prints,https://images.metmuseum.org/CRDImages/dp/original/DP821853.jpg
669312,The Feast in the Forest (The Dance of the Magdalen),David Vinckboons,Engraving; second state of three,Drawings and Prints,NA,NA,Prints,NA
823770,The Barber's Shop,"Anonymous, British, 19th century",Hand-colored etching,Drawings and Prints,NA,NA,Prints,https://images.metmuseum.org/CRDImages/dp/original/DP885124.jpg
7766,Spoon,Benjamin Brenton,Silver,The American Wing,American,NA,NA,https://images.metmuseum.org/CRDImages/ad/original/98002.jpg
270682,The Jaw - (Steam-shovel Study),Johan Hagemeyer,Gelatin silver print,Photographs,NA,NA,Photographs,NA
343363,Design for a Candelabrum,Jean Guillaume Moitte,"Pen and black ink, brush and gray wash. Framing lines in pen and black ink.",Drawings and Prints,NA,NA,Drawings,NA
1136,Candelabrum,NA,Gilt bronze,The American Wing,NA,NA,NA,https://images.metmuseum.org/CRDImages/ad/original/158335.jpg
114408,Sandals,NA,"leather, plastic (cellulose nitrate, possibly polyvinyl chloride)",Costume Institute,Italian,NA,NA,NA
741148,Stucco Fragment,NA,"Stucco (mortar); carved, painted",Islamic Art,NA,NA,Stucco,https://images.metmuseum.org/CRDImages/is/original/LC-N1346-front.jpg
680172,"Polar Bear, collector card from the Animal Pictures series (D8), issued by the Weber Baking Company to promote Onist Milk and Pullman Bread",Weber Baking Company,Commercial color lithograph,Drawings and Prints,NA,NA,Prints,NA
460735,Goblet,NA,"Colorless (slightly gray) and transparent dark blue nonlead glass. Blown, pattern molded, gilt.",Robert Lehman Collection,Italian (Venice),NA,Glass,https://images.metmuseum.org/CRDImages/rl/original/264513_1975.1.1163.jpg
685247,Schön newes Modelbuch (Page 86r),Sigismundus Latomus,Woodcut,Drawings and Prints,NA,NA,Books,https://images.metmuseum.org/CRDImages/dp/original/DP364897.jpg
379072,"Design for 8 spring Victoria, no. 3406",Brewster & Co.,"Pen and black ink, watercolor and gouache with gum arabic and metallic ink.",Drawings and Prints,NA,NA,Drawings,NA
399208,Number 473 from La Elegancia Barcelona,Hélöise Leloir,Hand-colored lithograph,Drawings and Prints,NA,NA,Prints,https://images.metmuseum.org/CRDImages/dp/original/DP819132.jpg
489764,Pentagonal Medal,Donald Richard Miller,Bronze,Modern and Contemporary Art,NA,NA,Medals and Plaquettes,NA
309054,Hammered Silver Arc Ornament,NA,"Silver, gilt",The Michael C. Rockefeller Wing,Chimú,NA,Metal-Ornaments,https://images.metmuseum.org/CRDImages/ao/original/vs64_228_543.JPG
911276,Coursing,Samuel Howitt,Etching,Drawings and Prints,NA,NA,Prints,NA
358798,Leaving the Bath,Edgar Degas,Drypoint and aquatint on wove paper; fifteenth state of twenty-two or more states,Drawings and Prints,NA,NA,Prints,https://images.metmuseum.org/CRDImages/dp/original/DP815816.jpg
631116,Open Bus #3957,Brewster & Co.,Graphite,Drawings and Prints,NA,NA,Drawings,NA
703918,Terracotta fragment of a kylix: eye-cup  (drinking cup),NA,Terracotta,Greek and Roman Art,"Greek, Attic",Archaic,Vases,https://images.metmuseum.org/CRDImages/gr/original/DVB06039_1_ff.jpg
888416,Rapids on the Hudson at Adley's (Amérique Septentrionale – État de New York),Jacques Gérard Milbert,Lithograph on chine collé; proof before letters,Drawings and Prints,NA,NA,Prints,NA
85915,Dress,House of Balenciaga,"(a) wool; (b) leather, plastic (vinyl)",Costume Institute,French,NA,NA,NA
705269,"La cosmographie universelle de tout le monde, volume 2",Sebastian Münster,Illustrations: woodcut,Drawings and Prints,NA,NA,Books,NA
899112,Street Corner (yellow separation progressive proof),Louise Arnstein Freedman,Screenprint; yellow separation progressive proof,Drawings and Prints,NA,NA,Prints,NA
696362,"Curt Simmons, from the Major League Baseball series (T235), issued by Red Man Chewing Tobacco",Red Man Chewing Tobacco,Commercial color lithograph,Drawings and Prints,NA,NA,Prints,NA
54465,Kabuki Actor,Utagawa Toyoshige,Woodblock print (surimono); ink and color on paper,Asian Art,Japan,Edo period (1615–1868),Prints,https://images.metmuseum.org/CRDImages/as/original/DP135737.jpg
764431,Terracotta fragments of kylikes (drinking cups),NA,Terracotta,Greek and Roman Art,"Greek, Attic",Archaic,Vases,https://images.metmuseum.org/CRDImages/gr/original/DVB14899_1_ff.jpg
173460,Dress,NA,Silk,Costume Institute,American,NA,NA,https://images.metmuseum.org/CRDImages/ci/original/39.388a-b_CP2.jpg
27450,Transitional Rapier,Tomas Aiala,"Steel, wood",Arms and Armor,"Hilt, possibly French or Spanish; blade, Spanish, Toledo",NA,Swords,https://images.metmuseum.org/CRDImages/aa/original/LC-14_25_1084-005.jpg
780352,"Abraham Lincoln, from the ""Heroes of History"" series (T68), issued with Miners Extra Smoking Tobacco, Natural Leaf Scrap, and Royal Bengals Little Cigars",Royal Bengals Little Cigars,Commercial color lithograph,Drawings and Prints,NA,NA,Prints,NA
897850,Rembrandt's House,Léopold Flameng,Etching,Drawings and Prints,NA,NA,Prints,https://images.metmuseum.org/CRDImages/dp/original/DP-30520-001.jpg
389162,Head of a Black Man,Wallerant Vaillant,Mezzotint,Drawings and Prints,NA,NA,Prints,https://images.metmuseum.org/CRDImages/dp/original/DP-34390-001.jpg
436416,The Resurrection,Spanish (Aragonese) Painter,"Oil and silver on wood, gold ground",European Paintings,NA,NA,Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT8870.jpg
625344,Range,Donald Moffett,"Gunpowder, graphite, and fudge on paper",Modern and Contemporary Art,NA,NA,Drawings,NA
137612,Coat,Yves Saint Laurent,"wool, silk, synthetic",Costume Institute,French,NA,NA,NA
661963,"Corona delle Nobili et Virtuose Donne: Libro I-IV, page 112 (recto)",Cesare Vecellio,Woodcut,Drawings and Prints,NA,NA,Books,https://images.metmuseum.org/CRDImages/dp/original/DP353759.jpg
275204,[Side Façade of Greek Revival Church],Walker Evans,Film negative,Photographs,NA,NA,Negatives,NA
420555,"Queen Regent of Spain, from World's Sovereigns series (N34) for Allen & Ginter Cigarettes",Allen & Ginter,Commercial color lithograph,Drawings and Prints,NA,NA,Prints,https://images.metmuseum.org/CRDImages/dp/original/DP838719.jpg
488663,Comme par miracle,Jean Lurçat,Wool,Modern and Contemporary Art,NA,NA,Textiles-Tapestries,NA
590788,Relief fragment possibly from the tomb of Mereri,NA,Limestone,Egyptian Art,NA,Old Kingdom–First Intermediate Period,NA,NA
394244,The Arts,Jules Boilly,Lithograph,Drawings and Prints,NA,NA,Prints,NA
372337,Sleep (Predella of Taurus),Helen West Heller,Woodcut,Drawings and Prints,NA,NA,Prints,NA
895030,Gouverneur Morris,Benoit Louis Prevost,Etching and engraving; first state (without title),Drawings and Prints,NA,NA,Prints,NA
401259,"Plate 15: Saint Maximilian in Prison, from 'The Life of Saint Anthony the Abbot'",Antonio Tempesta,Etching,Drawings and Prints,NA,NA,Prints,NA
661939,"Corona delle Nobili et Virtuose Donne: Libro I-IV, page 90 (recto)",Cesare Vecellio,Woodcut,Drawings and Prints,NA,NA,Books,https://images.metmuseum.org/CRDImages/dp/original/DP353737.jpg
467621,Processional Cross,NA,"Champlevé enamel, copper-gilt",Medieval Art,Spanish,NA,Enamels-Champlevé,https://images.metmuseum.org/CRDImages/md/original/LC_36_134_s01.jpg
348345,Novae Florum Icones,Justus Danckerts,Engraving,Drawings and Prints,NA,NA,Books,NA
199113,Mirror,NA,Amboyna wood with gilt-bronze mounts,European Sculpture and Decorative Arts,NA,NA,Woodwork-Furniture,https://images.metmuseum.org/CRDImages/es/original/129965.jpg
684211,"Modelbuch new, aller Art, Nehens und Stickens (page 19r)",Hermann Gülfferich,Woodcut,Drawings and Prints,NA,NA,Books,NA
193646,Triptych (one of a pair),NA,"Painted enamel on copper, partly gilt; silver gilt",European Sculpture and Decorative Arts,NA,NA,Enamels,https://images.metmuseum.org/CRDImages/es/original/38899.jpg
13349,Still Life: Peaches and Grapes,John  A. Woodside,Oil on wood,The American Wing,American,NA,NA,https://images.metmuseum.org/CRDImages/ad/original/DT1553.jpg
786794,Tethered Hawks,Soga Chokuan,Twelve paintings mounted as a pair of six-panel folding screens; ink and color on paper,Asian Art,Japan,Momoyama period (1573–1615),Paintings,https://images.metmuseum.org/CRDImages/as/original/DP-16226-004.jpg
33716,Shirt of Mail,NA,Steel,Arms and Armor,Persian,NA,Mail,NA
816266,"Clouds, large plate with trailed glaze",Shimaoka Tatsuzō,Stoneware with slip inlay and trailed glaze design,Asian Art,Japan,Heisei period (1989–2019),Ceramics,NA
220863,Insertion,NA,Bobbin lace,European Sculpture and Decorative Arts,NA,NA,Textiles-Laces,https://images.metmuseum.org/CRDImages/es/original/DP17374.jpg
102583,Mitts,NA,[no medium available],Costume Institute,British,NA,NA,https://images.metmuseum.org/CRDImages/ci/original/09.68.447ab.jpg
312202,Bracelet: Figures,NA,Ivory,The Michael C. Rockefeller Wing,Edo peoples,NA,Bone/Ivory-Ornaments,NA
452384,Perfume Sprinkler (Qumqum),NA,"Glass, blue; blown, enameled, and gilded",Islamic Art,NA,NA,Glass,https://images.metmuseum.org/CRDImages/is/original/sf1972-118-42a.jpg
349796,Patent improved Flexifold Specialties,Flexible Door and Shutter Co.,Illustrations: photomechanical process,Drawings and Prints,NA,NA,Books,NA
365348,"The Arch of Septimius Severus, with the Church of SS. Martina and Lucan to the right (Arco di Settimo Severo)",Giovanni Battista Piranesi,etching,Drawings and Prints,NA,NA,Prints,NA
392434,Design for a Vessel with Hunting Scenes,"Anonymous, French, 19th century",Pen and ink over graphite,Drawings and Prints,NA,NA,Drawings,NA
353446,De Passie van ons Heer Jesus Christus,Lucas van Leyden,NA,Drawings and Prints,NA,NA,Books,NA
323051,Spoon,NA,Bronze or copper,Ancient Near Eastern Art,Sasanian,Sasanian,NA,https://images.metmuseum.org/CRDImages/an/original/DP-35578-001.jpg
404638,"Joseph P. ""Joe"" Crotty, from the Old Judge series (N172) for Old Judge Cigarettes",Goodwin & Company,Albumen photograph,Drawings and Prints,NA,NA,Photographs,https://images.metmuseum.org/CRDImages/dp/original/DP846486.jpg
173709,Suit,Bonnie Cashin,Wool,Costume Institute,American,NA,NA,NA
1517,Celery Vase,"Bakewell, Pears and Company",Pressed glass,The American Wing,American,NA,NA,NA
469715,Game Board,NA,"Bone, wood, horn, stain and gilding over wood core with metal mounts",Medieval Art,Italian,NA,Bone,https://images.metmuseum.org/CRDImages/md/original/DP228482.jpg
407147,"View of the new piazza in Padua..., from ""Il Teatro d'Ercolano"" (The Theater at Herculaneum)",Francesco Piranesi,Etching,Drawings and Prints,NA,NA,Prints,NA
634117,"Mary, Queen of Scots (from ""Historia Belgica nostri potissimum temporis, Belgii sub quatuor Burgundis et totidem Austriacis Principibus conjunctionem et gubernationem breviter,"" page 410)",Emanuel van Meteren,Etching,Drawings and Prints,NA,NA,Prints,https://images.metmuseum.org/CRDImages/dp/original/DP890323.jpg
401942,"Women and Children Observe Civilis Battling the Romans, from The War of the Romans Against the Batavians (Romanorvm et Batavorvm societas), plate 8",Antonio Tempesta,"Etching, first state of two, issue 1 (Bartsch)",Drawings and Prints,NA,NA,Prints,NA
505542,Pitch Pipe,NA,Metal,Musical Instruments,NA,NA,Accessory,NA
663226,"General Hancock, from the Rulers, Celebrities, or Baseball series (N370), issued by the Lone Jack Cigarette Company",Lone Jack Cigarette Company,Albumen photograph,Drawings and Prints,NA,NA,Photographs,NA
915745,Wise and Foolish Virgins,Henry Kreis,Bronze,Modern and Contemporary Art,NA,NA,Medals and Plaquettes,NA
369283,Christ in the House of Simon the Pharisee,Peter Paul Rubens,Engraving,Drawings and Prints,NA,NA,Prints,NA
103566,Dress,NA,"silk, cotton",Costume Institute,American,NA,NA,https://images.metmuseum.org/CRDImages/ci/original/CI48.18.1_F.jpg
429782,La Sainte Famille et Les Bergers (The Holy Family and the Shepherds),Rodolphe Bresdin,Etching,Drawings and Prints,NA,NA,Prints,https://images.metmuseum.org/CRDImages/dp/original/DP834253.jpg
223102,"The Last Supper, Saints John the Baptist and Andrew against a Faux Velvet Cloth of Gold",NA,"Wool, silk, silver and silver-gilt thread (19-20 warps per inch, 8-9 per cm.)",European Sculpture and Decorative Arts,NA,NA,Textiles-Tapestries,https://images.metmuseum.org/CRDImages/es/original/TP102.jpg
33151,Rosette,NA,Bronze,Arms and Armor,Italian,NA,Miscellaneous-Buckles & Ornament,https://images.metmuseum.org/CRDImages/aa/original/LC-20_152_174-001.jpg
241502,Terracotta oil lamp,NA,Terracotta,Greek and Roman Art,Roman,Late Imperial,Terracottas,https://images.metmuseum.org/CRDImages/gr/original/DP-22527-061.jpg
36292,Plum,Wu Qinmu,Folding fan; ink on paper,Asian Art,China,NA,Paintings,NA
227152,Panel,NA,Silk,European Sculpture and Decorative Arts,NA,NA,Textiles-Woven,https://images.metmuseum.org/CRDImages/es/original/SC7374.jpg
2147,Coffeepot,Tucker Factory,Porcelain,The American Wing,American,NA,NA,https://images.metmuseum.org/CRDImages/ad/original/DP260587.jpg
336975,The Garden Façade of Bagatelle,Jean Démosthène Dugourc,"Pen and black ink, watercolor, over traces of black chalk",Drawings and Prints,NA,NA,Drawings,https://images.metmuseum.org/CRDImages/dp/original/DP805961.jpg
360076,St. Petersburg,Johann Ziegler,Etching and watercolor,Drawings and Prints,NA,NA,Prints,NA
214383,Fragment,NA,Bobbin lace,European Sculpture and Decorative Arts,NA,NA,Textiles-Laces,https://images.metmuseum.org/CRDImages/es/original/5381.jpg
40214,Pair of dishes with peonies and lotuses,NA,Carved red lacquer,Asian Art,China,Ming dynasty (1368–1644),Lacquer,https://images.metmuseum.org/CRDImages/as/original/DP256081.jpg
53883,Anklet,NA,Bronze,Asian Art,Indonesia (Sumatra),early Batak,Jewelry,NA
403953,"H. Smith, Shortstop, St. Joseph Clay Eaters, from the Old Judge series (N172) for Old Judge Cigarettes",Goodwin & Company,Albumen photograph,Drawings and Prints,NA,NA,Photographs,https://images.metmuseum.org/CRDImages/dp/original/DP846237.jpg
79188,Shirt,Yohji Yamamoto,linen,Costume Institute,Japanese,NA,NA,NA
26471,Chape and Ferrule,NA,Iron,Arms and Armor,"possibly French, possibly German",NA,Swords-Accessories,https://images.metmuseum.org/CRDImages/aa/original/DP304384.jpg
496944,Untitled (female nude studies),Reginald Marsh,Pen and black ink on paper,Modern and Contemporary Art,NA,NA,Drawings,NA
819170,[Man Stroking Beard],Aaron Rose,Gelatin silver print,Photographs,NA,NA,Photographs,NA
340102,"Entrée de Cha-u-Kao, from Le Rire, No. 67, 15 February 1896",Henri de Toulouse-Lautrec,Lithograph,Drawings and Prints,NA,NA,Prints,https://images.metmuseum.org/CRDImages/dp/original/DP835488.jpg
114201,Hat,Lilly Daché,silk,Costume Institute,American,NA,NA,NA
457391,Coin,NA,Copper,Islamic Art,NA,NA,Coins,https://images.metmuseum.org/CRDImages/is/original/39.40.127.319a.JPG
483935,"""Art Deco"" Side Chair",Robert Venturi,"Bent plywood, white plastic laminated with stenciled pattern",Modern and Contemporary Art,NA,NA,Furniture,NA
505463,Autograph Book,NA,NA,Musical Instruments,NA,NA,Works on Paper,NA
491029,Piece,NA,"Silk, printed",Modern and Contemporary Art,American,NA,Textiles-Printed,NA
352467,Later Bookplates & Marks of Rockwell Kent,Rockwell Kent,Illustrations: line cuts,Drawings and Prints,NA,NA,Books,NA
309544,Shoulder Cloth (Selendang),NA,"Silk, metal thread",The Michael C. Rockefeller Wing,Palembang,NA,Textiles-Woven,https://images.metmuseum.org/CRDImages/ao/original/191352.jpg
23057,Blade and Mounting for a Dagger (Tantō),NA,"Steel, wood, laqcquer, rayskin (samé), silver, copper-silver alloy (shibuichi)",Arms and Armor,Japanese,NA,Daggers,NA
141561,Necklace,NA,"bone, cotton",Costume Institute,Oceanic,NA,NA,NA
394382,The Dream,Eugène Le Roux,Lithograph,Drawings and Prints,NA,NA,Prints,NA
48962,"""Gazing at the Waterfall on Mt. Lu"" by Li Bo (701-761)",Chen Jiru,Folding fan mounted as an album leaf; ink on gold-flecked paper,Asian Art,China,Ming dynasty (1368–1644),Calligraphy,https://images.metmuseum.org/CRDImages/as/original/DP153857.jpg
452177,"""Nushirvan Promulgates His Reforms"", Folio 602v from the Shahnama (Book of Kings) of Shah Tahmasp",Abu'l Qasim Firdausi,"Opaque watercolor, ink, silver, and gold on paper",Islamic Art,NA,NA,Codices,https://images.metmuseum.org/CRDImages/is/original/DP107181.jpg
657236,"Miss Marie Studholme, from the Actresses series (N245) issued by Kinney Brothers to promote Sweet Caporal Cigarettes",Kinney Brothers Tobacco Company,Albumen photograph,Drawings and Prints,NA,NA,Photographs,https://images.metmuseum.org/CRDImages/dp/original/DP859651.jpg
334092,"Cover Design for ""Les Vieilles Histoires""",Henri de Toulouse-Lautrec,Lithograph printed in olive green on wove paper; first state of two; proof apart from the edition of ca.100 printed in black,Drawings and Prints,NA,NA,Prints,https://images.metmuseum.org/CRDImages/dp/original/DP835613.jpg
291350,Helmet,James Welling,Gelatin silver print,Photographs,NA,NA,Photographs,NA
326148,Bridge-spouted jar,NA,Ceramic,Ancient Near Eastern Art,Iran,Iron Age III,NA,https://images.metmuseum.org/CRDImages/an/original/ME1974_105_1.jpg
560180,Scarab Ring of Ruiu,NA,"Steatite (glazed), silver",Egyptian Art,NA,New Kingdom,NA,https://images.metmuseum.org/CRDImages/eg/original/LC-35_3_54_EGDP025372.jpg
311279,Necklace,NA,"Seeds, fiber",The Michael C. Rockefeller Wing,Asmat people,NA,Beads-Ornaments,NA
49735,Landscape,Huang Junbi,Hanging scroll; ink and color on paper,Asian Art,China,NA,Paintings,NA
17185,"Design for a window, Mr. J.C. Meredith, St. Paul's Cathedral, London, Ontario, Canada",Louis C. Tiffany,"Watercolor, pen and dark orange and black inks, and graphite on off-white wove paper with original matt",The American Wing,American,NA,NA,NA
398248,Tongue in Geek,Robbie Conal,Offset lithograph on newsprint,Drawings and Prints,NA,NA,Prints,NA
218943,Fragment,NA,Bobbin lace,European Sculpture and Decorative Arts,NA,NA,Textiles-Laces,NA
317379,Pendant (?),NA,Stone,The Michael C. Rockefeller Wing,Olmec,NA,Stone-Implements,https://images.metmuseum.org/CRDImages/ao/original/hz1994_35_529.jpg
80445,Suit,Giorgio Armani,linen,Costume Institute,Italian,NA,NA,NA
121197,"""Pré Catelan""",Paul Poiret,"silk, metallic thread",Costume Institute,French,NA,NA,NA
209807,Fan,NA,"Paper, ivory, glass",European Sculpture and Decorative Arts,NA,NA,Fans,https://images.metmuseum.org/CRDImages/es/original/178928.jpg
50674,Civil-Official Hyungbae (Rank Badge),NA,Silk embroidery on silk damask,Asian Art,Korea,Joseon dynasty (1392–1910),Textiles-Embroidered,https://images.metmuseum.org/CRDImages/as/original/LC_53_60_13-001.jpg
306848,"Kilchenstein. Dominique. 48 ans, né à Luneville (Meurthe & Moselle). Marchand au panier. Anarchiste. 23/4/92",Alphonse Bertillon,Albumen silver print from glass negative,Photographs,NA,NA,Photographs,https://images.metmuseum.org/CRDImages/ph/original/DP290485.jpg
208322,Bowl,NA,Hard-paste porcelain,European Sculpture and Decorative Arts,NA,NA,Ceramics-Porcelain-Export,https://images.metmuseum.org/CRDImages/es/original/DP23002.jpg
