,objectID,title,artist,medium,department,culture,period,classification,imageURL,label
1952,239788,906,1120,1122,2,88,356,204,3855,0
1953,209434,4382,1214,693,22,493,1241,328,5542,8
1954,209092,4405,1214,693,22,507,1217,328,5355,8
1955,158946,1704,512,1166,2,352,479,252,4096,8
1956,73590,2005,16,96,2,88,1128,204,3951,0
1957,250796,659,1243,181,2,465,364,207,5046,0
1958,248290,1927,547,920,2,88,1189,204,2963,0
1959,243826,2669,779,850,2,492,39,204,6085,0
1960,215650,2974,684,1351,2,492,540,206,5393,3
1961,209409,4384,1214,693,22,493,413,328,3613,8
1962,203526,568,868,898,2,88,8,204,6759,0
1963,179221,190,1,920,2,397,430,398,4296,0
1964,159154,1231,899,393,2,177,1269,251,6308,0
1965,241657,3706,171,825,2,88,456,204,5262,0
1966,236728,312,899,394,2,42,511,204,3411,0
1967,209262,4382,1214,693,22,493,1231,328,3579,8
1968,154881,2624,988,1107,2,360,1114,335,3460,0
1969,107316,4364,873,1613,2,492,399,254,4770,0
1970,215647,2974,684,1351,2,492,540,206,6098,3
1971,209441,4382,1214,693,22,493,1217,328,2515,8
1972,209404,4382,1214,693,22,493,1179,328,4584,8
1973,209097,4392,1214,693,22,493,1328,328,2473,8
1974,189943,2262,1080,406,2,88,1272,204,5533,0
1975,104972,1879,805,1612,2,492,391,204,5760,0
1976,248295,875,364,371,2,88,516,379,6121,8
1977,244906,4194,783,199,2,184,1184,208,5482,3
1978,242957,1891,805,195,2,177,1206,204,5110,0
1979,241004,241,277,111,2,88,1137,204,5318,0
1980,237632,912,554,202,2,274,337,251,5574,0
1981,216673,4496,3,215,2,151,543,212,2572,26
1982,179321,180,284,920,2,286,468,251,3419,0
1983,99047,1489,1147,933,2,492,484,208,4471,3
1984,216596,1582,3,215,2,151,547,212,6453,26
1985,209288,4484,1214,693,22,493,785,328,2989,8
1986,209227,4436,1214,693,22,493,1179,328,5748,8
1987,144535,464,180,912,2,260,1131,204,5174,0
1988,103866,812,1064,397,2,217,492,205,4922,3
1989,93321,231,1150,1582,2,88,391,204,4375,0
1990,236086,2274,50,1081,2,324,1184,204,3942,0
1991,209317,4382,1214,693,22,493,1217,328,6676,8
1992,209174,4382,1214,693,22,493,1161,328,5417,8
1993,203049,1390,185,1301,2,535,534,280,6126,0
1994,188791,1502,1148,1438,2,492,535,322,4853,26
1995,158952,4374,782,1156,2,100,962,204,4443,0
1996,104970,1905,805,1612,2,492,395,204,4536,0
1997,104684,169,284,1623,2,492,438,208,5752,3
1998,63833,366,1173,1079,2,492,484,204,5772,0
1999,247665,2602,293,920,2,492,1204,251,2436,0
2000,244283,1483,530,428,2,492,1234,287,3251,0
2001,104020,733,666,1604,2,492,330,379,5473,8
2002,97820,4206,1027,797,2,407,484,204,5226,0
2003,218295,413,1084,1102,2,535,491,204,3369,0
2004,209260,4382,1214,693,22,493,1241,328,4055,8
2005,208997,4382,1214,693,22,493,1217,328,4289,8
2006,197525,443,572,171,2,357,533,333,2881,6
2007,159214,4369,899,1643,2,370,507,335,5669,0
2008,147429,1250,451,825,2,180,434,300,5707,0
2009,103987,3297,699,1619,2,503,566,204,6014,0
2010,249274,2776,988,794,2,377,1120,204,5531,0
2011,209160,4414,1214,693,22,493,1179,328,4033,8
2012,196555,3214,369,720,2,492,532,250,3803,0
2013,130597,2609,513,935,2,492,1260,204,4134,0
2014,243231,1984,966,419,2,492,1198,251,3478,0
2015,243125,12,1200,929,2,492,534,250,2922,0
2016,242955,1890,805,904,2,177,1206,204,4662,0
2017,233260,4493,1138,823,2,492,1263,204,6608,0
2018,209443,4382,1214,693,22,493,1161,328,3782,8
2019,209099,4398,1214,693,22,493,680,328,4054,8
2020,178775,989,681,920,2,97,1250,251,5699,0
2021,143440,1849,171,876,2,88,1251,335,3226,0
2022,242498,2831,333,1126,2,427,1166,204,5970,0
2023,241598,875,364,371,2,88,516,204,5022,0
2024,240927,2074,1298,923,2,535,396,251,4679,0
2025,209016,4382,1214,693,22,493,1161,328,5739,8
2026,202919,2186,519,2336,2,357,540,397,2644,26
2027,179548,3732,284,825,2,492,1229,251,6758,0
2028,151141,2608,805,913,2,535,410,204,4089,0
2029,146256,753,964,830,2,68,1194,252,3333,8
2030,135693,2408,183,375,2,277,1255,204,3042,0
2031,209469,4382,1214,693,22,493,1179,328,6446,8
2032,209425,4382,1214,693,22,493,1179,328,6744,8
2033,209285,4479,1214,693,22,493,426,328,5232,8
2034,209085,4382,1214,693,22,493,1231,328,6398,8
2035,154500,2053,397,938,2,88,1236,300,2506,0
2036,247623,2829,348,892,2,88,1194,251,4312,0
2037,236714,828,183,1719,2,88,1319,251,6700,0
2038,209228,4382,1214,693,22,493,1195,328,3722,8
2039,159192,535,899,104,2,163,502,251,4717,0
2040,147511,3486,201,1328,2,88,515,379,3390,8
2041,93324,231,1150,1582,2,88,391,204,5146,0
2042,237467,601,546,1727,2,301,306,398,3954,0
2043,236101,2271,50,920,2,324,359,398,6231,0
2044,216669,4498,1212,215,2,535,544,212,3947,26
2045,209177,4382,1214,693,22,493,1195,328,3325,8
2046,136796,3346,16,1122,2,88,1135,204,3358,0
2047,104966,1900,805,1612,2,492,395,204,2806,0
2048,237009,2579,1257,178,2,180,441,251,2791,0
2049,145330,3144,554,904,2,274,1142,251,4344,0
2050,144632,1124,982,1131,2,259,504,204,3945,0
2051,139833,3693,439,202,2,88,1159,251,3418,0
2052,107356,2146,1257,920,2,160,409,398,6416,0
2053,250419,4246,704,967,2,88,378,204,5530,0
2054,244923,1637,445,1126,2,182,1132,379,5957,8
2055,239968,871,916,1154,2,88,490,400,5027,30
2056,215642,2974,684,1351,2,492,540,206,2656,3
2057,209377,4449,1214,693,22,493,1007,328,6819,8
2058,209113,4382,1214,693,22,493,1161,328,2808,8
2059,185147,3198,476,1645,2,492,535,336,3535,15
2060,97858,2052,186,1060,2,492,1186,204,4889,0
2061,248741,1020,397,893,2,447,454,204,6016,0
2062,248728,560,16,112,2,492,252,204,3061,0
2063,248322,2400,183,1164,2,88,461,335,5403,0
2064,243131,1981,966,419,2,492,1198,251,3650,0
2065,237481,2672,397,893,2,333,1230,300,3304,0
2066,209466,4382,1214,693,22,493,1179,328,3637,8
2067,209428,4382,1214,693,22,493,1179,328,5420,8
2068,242579,2488,1243,1122,2,496,396,251,5096,0
2069,242112,1318,990,958,2,535,1126,204,2920,0
2070,237460,608,546,1725,2,301,306,398,6191,0
2071,209084,4389,1214,693,22,493,674,328,4037,8
2072,111423,3654,1127,1302,2,535,1248,205,3577,3
2073,103228,2582,825,1584,2,492,1245,205,2447,3
2074,102113,635,243,1581,2,48,399,300,2772,0
2075,247631,4644,779,1167,2,492,1222,335,5565,0
2076,237610,846,1036,920,2,88,418,398,6816,0
2077,213140,2017,696,62,2,535,537,250,5284,0
2078,209211,4382,1214,693,22,493,1179,328,4083,8
2079,143466,2982,1152,355,2,107,514,335,3975,0
2080,143298,590,495,1067,2,39,53,251,6008,0
2081,109577,2033,554,204,2,274,1144,204,6561,0
2082,74372,4569,836,860,2,88,499,335,6818,0
2083,248762,4591,1162,100,2,411,364,204,6244,0
2084,242756,238,756,1093,2,535,514,204,5784,0
2085,242416,3317,333,821,2,57,1152,379,4786,8
2086,240926,3098,1298,1122,2,160,396,204,4088,0
2087,209371,4382,1214,693,22,493,1195,328,4019,8
2088,209293,4382,1214,693,22,493,1161,328,6438,8
2089,196550,4203,1049,86,2,535,535,392,3044,26
2090,103976,162,699,176,2,503,433,204,5967,0
2091,102948,2577,966,1590,2,320,399,204,5414,0
2092,248423,1298,1243,113,2,221,1208,204,6570,0
2093,203126,195,185,215,2,535,536,212,3611,26
2094,202133,522,1190,2108,2,432,536,390,6546,26
2095,107688,194,667,2145,2,492,1164,391,3089,1
2096,75983,2032,869,100,2,492,371,208,3263,3
2097,239256,1327,1257,1619,2,406,60,204,6024,0
2098,237611,853,1036,920,2,88,418,398,5374,0
2099,209204,4382,1214,693,22,493,384,328,3468,8
2100,70919,2549,779,404,2,492,413,335,6808,0
2101,68938,1628,1050,1619,2,492,389,203,6144,0
2102,213123,1634,572,1891,2,357,536,250,5705,0
2103,209300,4382,1214,693,22,493,1179,328,6413,8
2104,137122,4237,789,904,2,492,356,251,4604,0
2105,104424,1880,157,1622,2,492,1194,204,5244,0
2106,75518,4360,1102,1619,2,492,899,204,5441,0
2107,63848,3357,1173,1064,2,492,475,204,3002,0
2108,238106,363,890,215,2,535,551,212,3772,26
2109,209483,4382,1214,693,22,493,1161,328,5213,8
2110,209059,4382,1214,693,22,493,1231,328,4459,8
2111,110519,1786,804,904,2,492,1186,335,5010,0
2112,107701,2900,667,2153,2,392,334,379,4834,8
2113,102269,4199,966,1591,2,88,664,204,6477,0
2114,242422,3512,286,2151,2,9,283,379,2948,8
2115,237606,852,1036,920,2,88,418,398,5390,0
2116,209376,4382,1214,693,22,493,1161,328,4503,8
2117,209116,4382,1214,693,22,493,1217,328,4745,8
2118,201480,2856,754,1891,2,177,539,250,5160,0
2119,179506,1570,1086,978,2,88,368,398,4766,0
2120,144271,2567,393,1148,2,329,413,335,2456,0
2121,245394,2759,193,1090,2,492,790,259,4890,26
2122,243832,2572,779,825,2,492,407,204,4233,0
2123,242411,223,333,905,2,24,391,204,4734,0
2124,189947,2255,1080,1326,2,88,513,204,5506,0
2125,72598,761,7,420,2,492,394,208,4486,3
2126,246570,656,1205,1176,2,535,1275,204,3599,0
2127,239676,3351,1103,920,2,421,38,204,2520,0
2128,209157,4430,1214,693,22,493,851,328,3541,8
2129,201465,2615,754,77,2,177,540,250,6000,0
2130,103975,162,699,176,2,503,433,204,5129,0
2131,242587,4491,530,422,2,535,505,287,4123,0
2132,239251,2284,1257,1619,2,210,59,204,3629,0
2133,237320,2510,827,904,2,467,515,204,3024,0
2134,209263,4382,1214,693,22,493,1231,328,6302,8
2135,202938,4627,814,472,2,492,538,246,3372,26
2136,193509,1130,477,1438,2,535,535,400,6215,30
2137,154598,3707,171,924,2,88,456,252,5920,8
2138,249493,3973,293,920,2,88,395,204,6801,0
2139,209302,4382,1214,693,22,493,374,328,3747,8
2140,104422,1875,157,1597,2,492,1194,204,3454,0
2141,244300,2723,530,1640,2,34,493,379,2489,8
2142,242764,2862,875,936,2,88,459,287,2666,0
2143,240929,3796,1298,1122,2,88,349,398,6645,0
2144,209364,4435,1214,693,22,493,1217,328,3625,8
2145,183032,1610,530,1071,2,492,409,287,6280,0
2146,248834,4201,966,1591,2,88,395,204,6139,0
2147,238104,350,890,215,2,535,554,212,5231,26
2148,237485,3082,397,893,2,298,444,300,4361,0
2149,209481,4475,1214,693,22,493,787,328,5191,8
2150,97854,947,1078,1088,2,492,484,205,5635,3
2151,249301,2356,988,1108,2,65,1117,204,5915,0
2152,214821,4215,1133,19,2,492,542,347,4386,1
2153,209248,4382,1214,693,22,493,1241,328,4468,8
2154,209133,4382,1214,693,22,493,1179,328,5412,8
2155,209057,4382,1214,693,22,493,1231,328,3406,8
2156,201516,76,754,1891,2,177,542,250,2813,0
2157,189939,2260,1080,169,2,88,513,204,6585,0
2158,145320,2040,554,920,2,274,356,251,5939,0
2159,237461,606,546,1725,2,301,306,398,6812,0
2160,236647,19,805,202,2,88,426,204,5036,0
2161,135567,1267,1284,920,2,88,1235,335,3244,0
2162,131035,1395,176,414,2,331,425,204,4552,0
2163,102637,1247,1257,1619,2,492,407,204,4710,0
2164,100700,1703,445,1608,2,492,251,254,5212,0
2165,242721,1969,431,162,2,535,481,379,5643,8
2166,237557,3147,554,904,2,274,1146,204,4453,0
2167,209136,4382,1214,693,22,493,1179,328,5206,8
2168,148285,997,310,965,2,88,1119,204,2766,0
2169,102939,3619,930,910,2,419,24,379,6714,8
2170,99028,877,233,167,2,26,468,379,4723,8
2171,250800,667,1243,1081,2,465,364,207,4406,0
2172,242767,2113,875,936,2,88,459,287,3163,0
2173,237482,3081,397,893,2,298,444,300,4060,0
2174,237154,2511,888,1144,2,88,463,335,4467,0
2175,209245,4382,1214,693,22,493,1179,328,6409,8
2176,105166,4747,241,1608,2,264,372,204,4635,0
2177,250421,2871,704,852,2,88,1187,204,2717,0
2178,248731,559,16,112,2,492,252,204,4665,0
2179,242722,4552,431,170,2,535,481,379,5659,8
2180,215644,2974,684,1351,2,492,540,206,3651,3
2181,247632,4648,779,1167,2,492,1222,335,4198,0
2182,242572,2295,1243,1122,2,535,396,204,3337,0
2183,209213,4382,1214,693,22,493,1161,328,5749,8
2184,202945,1840,970,471,2,151,543,246,6350,26
2185,100926,3734,885,1102,2,492,359,335,5948,0
2186,96844,2412,418,1627,2,371,484,204,3071,0
2187,244299,1348,530,1640,2,34,493,379,4893,8
2188,197589,4203,1049,2110,2,535,535,250,6091,0
2189,104435,1866,157,808,2,492,425,204,5876,0
2190,97796,4635,1171,1599,2,88,1206,335,5718,0
2191,248352,1273,886,920,2,281,453,204,4339,0
2192,209525,4382,1214,693,22,493,1179,328,3876,8
2193,209369,4382,1214,693,22,493,1147,328,6523,8
2194,242466,2450,805,846,2,471,444,204,4585,0
2195,209474,4441,1214,693,22,493,670,328,3715,8
2196,209052,4382,1214,693,22,493,1218,328,3608,8
2197,202132,2763,1190,2108,2,432,536,390,2494,26
2198,200823,1128,185,215,2,535,539,212,6722,26
2199,239248,2098,311,1122,2,88,1,204,5779,0
2200,236687,3284,576,1116,2,88,1319,335,4230,0
2201,236621,1106,723,202,2,88,410,398,2861,0
2202,216600,1356,3,215,2,151,544,212,5826,26
2203,148284,3084,438,110,2,88,702,335,4729,0
2204,147427,2558,451,825,2,210,433,300,5735,0
2205,105165,4746,241,885,2,160,372,335,3267,0
2206,99036,2710,604,1083,2,88,486,251,6792,0
2207,237631,911,554,202,2,274,337,251,3243,0
2208,216453,4040,3,1438,2,151,540,322,6606,26
2209,209327,4382,1214,693,22,493,1147,328,3969,8
2210,209186,4486,1214,693,22,493,1195,328,4327,8
2211,192074,213,747,215,2,151,538,212,5503,26
2212,144953,3103,530,784,2,503,460,287,4944,0
2213,237663,1458,183,1133,2,88,455,251,5728,0
2214,209278,4382,1214,693,22,493,781,328,6623,8
2215,209217,4382,1214,693,22,493,1231,328,5175,8
2216,102938,193,930,911,2,419,22,379,4590,8
2217,102061,406,804,172,2,52,1203,252,5839,8
2218,97855,2046,42,1619,2,492,1186,204,3904,0
2219,248281,4673,1054,2142,2,88,237,331,2768,26
2220,242945,2419,805,904,2,535,1201,252,5089,8
2221,236838,308,1061,427,2,326,505,204,5797,0
2222,203525,570,868,898,2,88,7,204,3763,0
2223,103863,818,738,983,2,88,1289,335,3842,0
2224,99026,1711,233,167,2,294,456,379,3092,8
2225,93331,226,1150,1619,2,88,391,204,4081,0
2226,249261,4048,779,1619,2,492,413,204,3378,0
2227,242632,1868,184,2130,2,492,315,379,4819,8
2228,209453,4382,1214,693,22,493,1161,328,2553,8
2229,209150,4382,1214,693,22,493,1161,328,3633,8
2230,209109,4382,1214,693,22,493,1217,328,3125,8
2231,142399,1464,956,920,2,235,337,251,4935,0
2232,224312,4686,1257,1619,2,266,400,204,4899,0
2233,209270,4382,1214,693,22,493,1231,328,4609,8
2234,209147,4382,1214,693,22,507,1161,328,4294,8
2235,103974,163,699,176,2,503,433,400,2839,30
2236,236685,3429,249,904,2,251,413,251,6657,0
2237,146258,751,964,830,2,68,23,252,6691,8
2238,75109,4348,110,1098,2,165,503,203,3139,0
2239,215781,2976,684,1351,2,492,540,206,5725,3
2240,209346,4382,1214,693,22,493,1217,328,3246,8
2241,102046,3267,804,2100,2,535,410,208,4990,3
2242,246931,953,990,848,2,535,1153,204,2443,0
2243,238122,351,890,215,2,535,556,212,4492,26
2244,237636,2713,604,1083,2,88,486,251,4883,0
2245,209035,4382,1214,693,22,493,1231,328,3133,8
2246,144940,2385,530,2103,2,492,1242,287,5895,0
2247,104460,3202,779,1116,2,513,1215,205,5130,3
2248,236715,831,183,1719,2,88,1319,251,2453,0
2249,209499,4438,1214,693,22,493,782,328,4760,8
2250,209026,4382,1214,693,22,493,354,328,6335,8
2251,202931,1324,814,1672,2,492,535,250,5485,0
2252,198555,3122,294,1136,2,127,533,288,3918,15
2253,178862,2479,397,1002,2,381,427,300,2757,0
2254,97795,311,1171,1598,2,88,395,204,3003,0
2255,249673,1720,902,962,2,209,501,204,6314,0
2256,215788,2976,684,1351,2,492,540,206,4593,3
2257,201644,785,754,2081,2,177,532,250,6163,0
2258,198843,3570,893,1438,2,535,538,322,6612,26
2259,130822,557,176,920,2,51,1221,204,6525,0
2260,248702,2328,1127,822,2,435,508,335,3108,0
2261,246934,953,990,848,2,535,1153,204,3363,0
2262,243510,3545,779,1136,2,535,411,204,5278,0
2263,243508,3541,779,1162,2,535,413,204,3293,0
2264,209347,4382,1214,693,22,493,1217,328,5416,8
2265,107832,975,877,619,2,220,484,262,6056,1
2266,107693,4549,667,2153,2,70,330,379,4872,8
2267,244286,938,530,423,2,492,1254,287,4466,0
2268,242017,2273,50,1122,2,88,359,204,3079,0
2269,209034,4382,1214,693,22,493,1179,328,4255,8
2270,99632,1904,805,1612,2,492,395,204,5964,0
2271,91091,4724,510,1126,2,492,334,335,3223,0
2272,238121,358,890,215,2,535,554,212,6310,26
2273,236806,4197,966,920,2,88,395,398,3934,0
2274,209496,4382,1214,693,22,493,1163,328,3879,8
2275,202932,1976,814,476,2,492,538,246,4532,26
2276,73599,3830,1275,1586,2,492,1191,335,2481,0
2277,239284,985,176,689,2,50,415,204,5583,0
2278,206764,4055,891,1732,2,535,542,250,2542,0
2279,150766,2167,437,2150,2,492,399,321,2820,1
2280,135688,2327,183,375,2,277,1255,204,3989,0
2281,120534,1843,805,901,2,88,1224,252,5722,8
2282,242111,1317,990,842,2,535,1126,204,4563,0
2283,139828,3694,439,202,2,88,1158,251,2884,0
2284,99042,2109,1246,1131,2,492,481,205,4209,3
2285,249263,1600,779,1619,2,492,323,251,5668,0
2286,241764,1872,176,904,2,535,352,204,5205,0
2287,209272,4382,1214,693,22,493,1231,328,3681,8
2288,159205,2105,899,394,2,177,507,335,3548,0
2289,76866,3069,1243,1097,2,492,396,204,6342,0
2290,248759,1040,513,825,2,492,481,252,3978,8
2291,242622,4293,530,1239,2,535,25,287,3435,0
2292,209493,4382,1214,693,22,493,1195,328,5854,8
2293,209201,4382,1214,693,22,493,1217,328,4266,8
2294,209069,4382,1214,693,22,493,1161,328,5076,8
2295,190917,98,342,955,2,88,387,251,5714,0
2296,72601,759,7,1619,2,492,394,208,4301,3
2297,250813,673,1243,1122,2,465,364,207,2486,0
2298,246929,953,990,848,2,535,1153,204,2871,0
2299,243162,3721,966,882,2,492,374,379,2559,8
2300,100936,3548,437,2157,2,492,389,335,3849,0
2301,241289,3266,804,1619,2,306,410,204,3288,0
2302,229891,1089,136,2338,4,75,567,283,6047,26
2303,209522,4382,1214,326,22,493,1329,328,5003,8
2304,209310,4382,1214,693,22,493,1195,328,3961,8
2305,147491,200,741,1409,2,88,515,379,4257,8
2306,131642,3236,176,920,2,46,444,204,4417,0
2307,209194,4382,1214,693,22,493,1161,328,6290,8
2308,209009,4382,1214,693,22,493,1195,328,3852,8
2309,155841,658,988,947,2,492,1105,364,6782,26
2310,141932,1837,393,200,2,124,1146,204,3694,0
2311,75976,3736,599,1107,2,492,337,203,5368,0
2312,209415,4382,1214,693,22,493,1217,328,4957,8
2313,209459,4382,1214,693,22,493,1161,328,5196,8
2314,204456,1953,1093,1892,2,535,543,250,4420,0
2315,103369,776,805,904,2,492,1209,204,3442,0
2316,209386,4382,1214,693,22,493,1179,328,6112,8
2317,209126,4382,1214,693,22,493,1176,328,4100,8
2318,209075,4382,1214,693,22,493,1161,328,3494,8
2319,148288,151,437,920,2,88,409,251,4789,0
2320,145346,2041,554,2100,2,278,1185,252,5004,8
2321,101045,2691,804,1119,2,52,374,204,5456,0
2322,239688,1781,495,952,2,88,500,204,2528,0
2323,248520,869,1146,1327,2,535,1267,204,4696,0
2324,239556,2029,176,920,2,46,52,204,4444,0
2325,103210,3290,410,1117,2,419,217,335,4691,0
2326,248046,3086,438,1080,2,492,702,335,5861,0
2327,243512,3547,779,1136,2,535,411,204,5771,0
2328,215790,2973,684,1351,2,492,540,206,3993,3
2329,104433,1863,157,894,2,492,422,204,3601,0
2330,99628,1902,805,1126,2,492,395,204,2785,0
2331,247633,3114,1147,1454,2,492,484,335,6083,0
2332,237472,614,314,1109,2,301,683,251,4508,0
2333,209189,4382,1214,693,22,493,1195,328,6633,8
2334,237666,1460,183,1133,2,88,455,251,4672,0
2335,209326,4382,1214,693,22,493,1179,328,3981,8
2336,209275,4382,1214,693,22,493,1179,328,6089,8
2337,148465,1595,530,2090,2,492,705,335,6269,0
2338,73597,3828,1275,1586,2,492,1191,204,4195,0
2339,244504,1681,437,2126,2,492,1225,204,4398,0
2340,209399,4382,1214,693,22,493,1231,328,5141,8
2341,209218,4382,1214,693,22,493,1241,328,4826,8
2342,135692,2405,183,375,2,277,1255,204,5394,0
2343,93334,226,1150,1619,2,88,391,204,3687,0
2344,248751,4637,397,893,2,341,433,335,2793,0
2345,190595,4372,333,1002,2,88,1194,252,4861,8
2346,99332,739,531,790,2,88,371,205,5402,3
2347,246455,771,805,904,2,492,371,204,6332,0
2348,209102,4382,1214,693,22,493,1179,328,5600,8
2349,71993,1463,956,920,2,235,337,251,6055,0
2350,248045,1139,193,102,2,492,1116,335,6504,0
2351,209444,4382,1214,693,22,493,1161,328,3729,8
2352,209159,4382,1214,693,22,493,1217,328,4084,8
2353,188735,15,5,1386,2,492,536,280,6610,0
2354,153620,1133,193,886,2,492,1109,251,4836,0
2355,248739,839,688,1126,2,492,515,379,3437,8
2356,244864,1503,397,1003,2,298,391,300,5605,0
2357,209394,4382,1214,693,22,493,1179,328,4737,8
2358,193500,1129,477,1438,2,535,536,400,4844,30
2359,107091,2437,742,1131,2,398,481,251,3783,0
2360,242947,2418,805,904,2,535,1201,251,3148,0
2361,239632,4716,180,1724,2,271,783,204,4291,0
2362,203501,567,868,898,2,88,1136,204,5464,0
2363,209107,4382,1214,693,22,493,1195,328,5313,8
2364,142402,2236,956,920,2,217,926,251,3765,0
2365,104956,770,805,904,2,492,371,204,3671,0
2366,250806,662,1243,100,2,465,364,207,5164,0
2367,242805,4542,445,1126,2,492,662,379,4422,8
2368,237359,3536,967,920,2,133,409,398,3492,0
2369,209238,4463,1214,693,22,128,1331,328,4615,8
2370,97857,2048,186,1096,2,492,1186,204,2504,0
2371,75949,1246,956,920,2,235,339,251,3237,0
2372,207795,123,159,1351,2,492,1319,206,6193,3
2373,72689,856,1036,837,2,88,415,335,5481,0
2374,242961,2536,805,913,2,535,391,204,5510,0
2375,236242,298,1257,920,2,180,438,204,3791,0
2376,242715,1377,431,154,2,383,474,379,6579,8
2377,243139,1993,966,419,2,492,1198,251,5450,0
2378,237354,2908,967,920,2,133,408,398,6074,0
2379,217075,4239,477,215,2,151,538,212,6603,26
2380,105169,2903,554,1619,2,86,359,204,3698,0
2381,104683,170,284,1623,2,492,438,207,4439,0
2382,75951,4318,956,920,2,88,333,251,6037,0
2383,250808,666,1243,1122,2,465,364,207,4534,0
2384,239362,1303,451,825,2,210,10,204,6772,0
2385,209235,4382,1214,693,22,493,1195,328,4747,8
2386,109581,2411,554,197,2,274,374,204,4640,0
2387,103355,1929,805,1745,2,88,1228,252,5821,8
2388,100693,4245,445,1119,2,492,251,254,3755,0
2389,250422,3867,704,967,2,88,1194,204,5795,0
2390,242629,4289,530,1239,2,535,0,287,2638,0
2391,242035,2652,1243,1122,2,314,341,204,6228,0
2392,241485,2495,560,392,2,492,422,204,4152,0
2393,223249,452,1138,1126,2,492,486,252,2461,8
2394,209484,4471,1214,693,22,462,411,328,6366,8
2395,102955,3257,966,1619,2,359,426,204,6090,0
2396,248428,1346,530,2162,2,492,395,364,4380,26
2397,244430,1596,530,1071,2,492,409,287,4973,0
2398,209062,4397,1214,693,22,493,361,328,4898,8
2399,104427,1717,157,1626,2,492,384,204,3553,0
2400,73559,1268,1277,1582,2,88,1165,203,2700,0
2401,249669,1719,902,962,2,209,501,204,5323,0
2402,245716,1612,530,410,2,360,1219,287,6379,0
2403,209515,4450,1214,693,22,493,395,328,6307,8
2404,209359,4382,1214,693,22,493,1195,328,4094,8
2405,239617,2873,982,1136,2,78,514,204,5107,0
2406,239381,2568,451,920,2,210,37,204,6725,0
2407,239272,441,176,928,2,252,449,204,2557,0
2408,209002,4382,1214,693,22,493,1217,328,3693,8
2409,197527,444,572,171,2,357,533,333,4683,6
2410,209203,4382,1214,693,22,493,1161,328,5293,8
2411,75973,1201,831,1122,2,314,1170,251,3575,0
2412,72599,762,7,823,2,492,394,208,3495,3
2413,243141,1999,966,419,2,492,1198,251,4460,0
2414,209418,4410,1214,693,22,493,1324,328,3432,8
2415,209074,4382,1214,693,22,493,1217,328,4345,8
2416,188827,286,622,2378,2,492,536,280,3086,0
2417,89577,1507,790,315,2,164,454,355,2523,26
2418,209123,4382,1214,693,22,493,1218,328,5109,8
2419,145338,2138,554,829,2,274,1146,252,5592,8
2420,109515,2692,804,1119,2,52,374,204,5991,0
2421,248330,56,805,909,2,535,409,204,2662,0
2422,241284,4751,1127,954,2,435,508,204,4335,0
2423,209387,4382,1214,693,22,493,1195,328,2711,8
2424,189937,2261,1080,169,2,88,511,204,4185,0
2425,146458,3233,353,1736,2,88,515,379,4807,8
2426,236931,3159,990,969,2,431,1131,251,3728,0
2427,243165,1574,966,882,2,165,374,379,3065,8
2428,242627,4295,530,1239,2,535,47,287,4535,0
2429,209361,4382,1214,693,22,493,1217,328,3840,8
2430,72602,767,7,194,2,492,394,287,4010,0
2431,237462,603,546,1725,2,301,306,398,4284,0
2432,197531,445,572,171,2,357,533,333,3500,6
2433,104459,3203,779,920,2,513,928,327,4648,26
2434,242048,2588,451,925,2,535,458,204,6514,0
2435,239701,1785,495,825,2,88,519,204,5033,0
2436,238105,361,890,215,2,535,551,212,3126,26
2437,209480,4382,1214,693,22,493,1195,328,2906,8
2438,209058,4382,1214,693,22,493,428,328,2908,8
2439,193513,3448,477,1438,2,151,534,322,2668,26
2440,249302,2835,988,152,2,88,212,204,6712,0
2441,209134,4429,1214,693,22,493,1161,328,6038,8
2442,202136,455,1190,2108,2,432,540,390,4026,26
2443,201485,757,754,1891,2,177,538,250,2576,0
2444,189940,2263,1080,169,2,88,513,204,4144,0
2445,103360,1931,805,1745,2,492,1228,204,3802,0
2446,237153,1272,1023,816,2,511,399,335,4263,0
2447,236648,20,805,202,2,88,426,204,2510,0
2448,214816,4629,1133,2,2,492,544,347,3168,1
2449,209247,4382,1214,693,22,493,1231,328,4687,8
2450,146454,843,279,2140,2,492,515,379,3597,8
2451,100695,919,445,1119,2,492,251,254,2921,0
2452,66827,2184,520,4,2,177,495,204,6552,0
2453,242720,4538,431,162,2,535,481,379,6637,8
2454,147510,4234,599,159,2,492,435,335,2733,0
2455,99029,4547,233,167,2,422,468,379,2545,8
2456,242028,3164,159,1591,2,535,454,204,3297,0
2457,223248,452,1138,1126,2,492,486,252,3368,8
2458,209491,4382,1214,693,22,493,1161,328,6036,8
2459,203067,134,185,215,2,535,538,212,3853,26
2460,202134,1103,1190,2108,2,432,540,390,6688,26
2461,102940,3860,930,2154,2,7,28,379,6149,8
2462,71540,797,328,1122,2,88,1111,398,4954,0
2463,246927,953,990,848,2,535,1153,204,6256,0
2464,209067,4382,1214,693,22,493,1195,328,3744,8
2465,99340,3199,299,417,2,492,486,205,4256,3
2466,245546,1603,530,415,2,492,1219,287,6277,0
2467,209520,4382,1214,693,22,493,1217,328,6388,8
2468,192070,3781,747,1438,2,151,538,322,3534,26
2469,242755,238,756,1093,2,535,514,204,2918,0
2470,239380,2591,451,920,2,210,20,204,3659,0
